ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
371	Deni	INSIDE	doro	doro	d o r o	d o r o	342.0	342	INSIDE.PART			
691	Jamamadi	INSIDE	dori / bodi	dori	d o r i	d o r i	342.0	342	INSIDE.PART			dori/doro
998	Jarawara	INSIDE	boti/tori	boti	b o t i	b o t i	30.0	30	INSIDE			
1001	Jarawara	INSIDE	boti/tori	tori	t o r i	t o r i	342.0	342	INSIDE.PART			tori/toro
1357	Kulina	INSIDE	bodi	bodi	b o d i	b o d i	30.0	30	INSIDE			
1360	Kulina	INSIDE	doɾo	doɾo	d o ɾ o	d o ɾ o	342.0	342	INSIDE.PART			
1676	Paumari	INSIDE	bodi	bodi	b o ɗ i	b o ɗ i	30.0	30	INSIDE			
5170	Sorowaha	INSIDE	hʊʊɾi	hʊʊɾi	h ʊː ɾ i	h ʊː ɾ i	1274.0	1274	INSIDE			
11637	Jamamadi	INSIDE	dori / bodi	bodi	b o d i	b o d i	30.0	30	INSIDE			bodi/bodone
89	Banawa	FAT (ORGANIC SUBSTANCE)	jai	jai	j a i	j a i	1246.0	1246	FAT			jai/jene
689	Jamamadi	FAT (ORGANIC SUBSTANCE)	jaha	jaha	j a h a	j a h a	1246.0	1246	FAT			
999	Jarawara	FAT (ORGANIC SUBSTANCE)	jaha	jaha	j a h a	j a h a	1246.0	1246	FAT			
1318	Kulina	FAT (ORGANIC SUBSTANCE)	okinɛ	okinɛ	o k i n ɛ	o k i n ɛ	1248.0	1248	FAT			
5007	Sorowaha	FAT (ORGANIC SUBSTANCE)	amudzɨ	amudzɨ	a m u dz ɨ	a m u dz ɨ	1247.0	1247	FAT			
10201	Paumari	FAT (ORGANIC SUBSTANCE)	basina	basina	b a s i n a	b a s i n a	787.0	747	FAT			
11883	Deni	FAT (ORGANIC SUBSTANCE)	ukini	ukini	u k i n i	u k i n i	1248.0	1248	FAT			
93	Banawa	MOSQUITO	bita	bita	b i t a	b i t - a	343.0	343	LARGE.MOSQUITO			
310	Deni	MOSQUITO	bitha	bitha	b i t h a	b i t h a	343.0	343	GNAT			
693	Jamamadi	MOSQUITO	bita	bita	b i t a	b i t - a	343.0	343	LARGE.MOSQUITO			
1005	Jarawara	MOSQUITO	bita	bita	b i t a	b i t - a	343.0	343	LARGE.MOSQUITO			
1681	Paumari	MOSQUITO	bitha	bitha	b i ʈʰ a	b i ʈʰ - a	343.0	343	LARGE.MOSQUITO			
5012	Sorowaha	MOSQUITO	wahaɾa	wahaɾa	w a h a ɾ a	w a h a ɾ a	196.0	196	LARGE.MOSQUITO			
5026	Sorowaha	MOSQUITO	mahiɾi	mahiɾi	m a h i ɾ i	m a h i ɾ i	196.0	196	GNAT			
5078	Kulina	MOSQUITO	wahara	wahara	w a h a r a	w a h a r a	196.0	196	LARGE.MOSQUITO			
5079	Deni	MOSQUITO	wahara	wahara	w a h a r a	w a h a r a	196.0	196	LARGE.MOSQUITO			
5080	Jarawara	MOSQUITO	waharo	waharo	w a h a r o	w a h a r o	196.0	196	LARGE.MOSQUITO			
5081	Banawa	MOSQUITO	waharo	waharo	w a h a r o	w a h a r o	196.0	196	LARGE.MOSQUITO			
5082	Jamamadi	MOSQUITO	waro	waro	w a r o	w a r o	196.0	196	LARGE.MOSQUITO			
5083	Sorowaha	MOSQUITO	wahaɾa	wahaɾa	w a h a ɾ a	w a h a ɾ a	196.0	196	LARGE.MOSQUITO			
94	Banawa	LEAF	aɸe	aɸe	a ɸ e	a - - ɸ e	11.0	11	LEAF			eɸe is m and aɸe is f
376	Deni	LEAF	apha	apha	a pʰ a	a - - pʰ a	11.0	11	LEAF			
694	Jamamadi	LEAF	aɸe	aɸe	a ɸ e	a - - ɸ e	11.0	11	LEAF			eɸe is m and aɸe is f
1006	Jarawara	LEAF	aɸe	aɸe	a ɸ e	a - - ɸ e	11.0	11	LEAF			eɸe is m and aɸe is f
1368	Kulina	LEAF	apʰa	apʰa	a pʰ a	a - - pʰ a	11.0	11	LEAF			
1683	Paumari	LEAF	afa	afa	a f a	a - - f a	11.0	11	LEAF			
1874	Sorowaha	LEAF	ahaba /ahɨ	ahaba	a h a b a	a h a b a	11.0	11	LEAF			
5146	Sorowaha	LEAF	ahaba /ahɨ	ahɨ	a h ɨ	a h ɨ - -	11.0	11	LEAF			
97	Banawa	LUNG FISH	sako	sako	s a k o	s a k o	347.0	347	LUNG.FISH			
382	Deni	LUNG FISH	sako	sako	s a k o	s a k o	347.0	347	LUNG.FISH			
697	Jamamadi	LUNG FISH	sako	sako	s a k o	s a k o	347.0	347	LUNG.FISH			
1009	Jarawara	LUNG FISH	sako	sako	s a k o	s a k o	347.0	347	LUNG.FISH			
1373	Kulina	LUNG FISH	tsʰako	tsʰako	tsʰ a k o	tsʰ a k o	347.0	347	LUNG.FISH			
1688	Paumari	LUNG FISH	sako	sako	s a k o	s a k o	347.0	347	LUNG.FISH			
1876	Sorowaha	LUNG FISH	sako	sako	s a k o	s a k o	347.0	347	LUNG.FISH			
101	Banawa	FLESH OR MEAT	ime	ime	i m e	i m e	250.0	250	MEAT			ime/eme
387	Deni	FLESH OR MEAT	ima	ima	i m a	i m a	250.0	250	MEAT			
701	Jamamadi	FLESH OR MEAT	ime	ime	i m e	i m e	250.0	250	MEAT			ime/eme
1014	Jarawara	FLESH OR MEAT	ime	ime	i m e	i m e	250.0	250	MEAT			
1380	Kulina	FLESH OR MEAT	ima / bani mɛkʰɛ	bani mɛkʰɛ	b a n i + m ɛ kʰ ɛ	b a n i + m ɛ kʰ ɛ	523.0	512 388	MEAT ?			
1381	Kulina	FLESH OR MEAT	ima / bani mɛkʰɛ	ima	i m a	i m a	250.0	250	MEAT			
1690	Paumari	FLESH OR MEAT	ima	ima	i m a	i m a	250.0	250	MEAT			
1878	Sorowaha	FLESH OR MEAT	ime /ɨmɨ	ime	i m e	i m e	250.0	250	MEAT			
5145	Sorowaha	FLESH OR MEAT	ime /ɨmɨ	ɨmɨ	ɨ m ɨ	ɨ m ɨ	250.0	250	MEAT			
11820	Paumari_1833	FLESH OR MEAT	damãn	damãn	d a m ã n	d a m ã n	250.0	250	MEAT			
102	Banawa	MONTH	abariko	abariko	a b a r i k o	a b a r i k o	203.0	203	MOON			
388	Deni	MONTH	abajiko	abajiko	a b a j i k o	a b a j i k o	203.0	203	MOON			
702	Jamamadi	MONTH	abariko	abariko	a b a r i k o	a b a r i k o	203.0	203	MOON			
1015	Jarawara	MONTH	abariko	abariko	a b a r i k o	a b a r i k o	203.0	203	MOON			
1382	Kulina	MONTH	abajiko	abajiko	a b a j i k o	a b a j i k o	203.0	203	MOON			
10982	Paumari	MONTH	masiko	masiko	m a s i k o	- m a s i k o	203.0	203	MOON			
11273	Sorowaha	MONTH	masiki	masiki	m a s i k i	- m a s i k i	203.0	203	MOON			Also means sun, moon, day
104	Banawa	MOTHER	ami	ami	a m i	- - a m i - - - -	6.0	6	MOTHER			
392	Deni	MOTHER	ami	ami	a m i	- - a m i - - - -	6.0	6	MOTHER			
705	Jamamadi	MOTHER	ami	ami	a m i	- - a m i - - - -	6.0	6	MOTHER			
1018	Jarawara	MOTHER	ami	ami	a m i	- - a m i - - - -	6.0	6	MOTHER			
1385	Kulina	MOTHER	ami	ami	a m i	- - a m i - - - -	6.0	6	MOTHER			
1691	Paumari	MOTHER	mia	mia	m i a	- - - m i - a - -	6.0	6	MOTHER			
1880	Sorowaha	MOTHER	amiji / amadɪni	amiji	a m i j i	- - a m i j i - -	6.0	6	MOTHER			
5035	Sorowaha	MOTHER	amiji / amadini	amadini	a m a d i n i	- - a m a d i n i	6.0	6	MOTHER			
11812	Paumari_1833	MOTHER	miãn	miãn	m iã n	- - - m i - ã n -	6.0	6	MOTHER			
107	Banawa	NECK	namidi	namidi	n a m i d i	n a m i d i	373.0	405	NECK			
708	Jamamadi	NECK	namidi	namidi	n a m i d i	n a m i d i	373.0	405	NECK			
1023	Jarawara	NECK	namiti	namiti	n a m i t i	n a m i t i	373.0	405	NECK			
1390	Kulina	NECK	mat̪ʰo	mat̪ʰo	m a t̪ʰ o	- - m a t̪ʰ o	373.0	405	NECK			
10052	Sorowaha	NECK	asami	asami	a s a m i	a s a m i	678.0	628	NECK			
10269	Paumari	NECK	nabidi / matʰa	nabidi	n a b i ɗ i	n a b i ɗ i	373.0	405	NECK			
10270	Deni	NECK	matʰo	matʰo	m a tʰ o	m a tʰ o	373.0	405	NECK			
10271	Paumari	NECK	nabidi / matʰa	matʰa	m a tʰ a	m a tʰ a	373.0	405	NECK			
108	Banawa	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269.0	269	NECKLACE			
709	Jamamadi	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269.0	269	NECKLACE			
1024	Jarawara	NECKLACE	kasaro	kasaro	k a s a r o	k a s a r o	269.0	269	NECKLACE			
1881	Sorowaha	NECKLACE	kasaɾo	kasaɾo	k a s a ɾ o	k a s a ɾ o	269.0	269	NECKLACE			
11884	Deni	NECKLACE	tuvinukearu	tuvinukearu	t u v i n u k ea r u	t u v i n u k ea r u	1424.0	1401	NECKLACE			
11885	Kulina	NECKLACE	tomatʰokʰa	tomatʰokʰa	t̪ o + m a tʰ o + kʰ a	t̪ o + m a tʰ o + kʰ a	1425.0	1402 405 1403	DISPOSSESSIVE NECK ASSOCIATIVE			
11886	Paumari	NECKLACE	ʔohi	ʔohi	ʔ o h i	ʔ o h i	1426.0	1220	BEAD			
110	Banawa	OLD	bote	bote	b o t e	b o t e - - -	226.0	226	OLD			
400	Deni	OLD	bote / kharavi / huratsa / horasa	bote	b o t e	b o t e - - -	226.0	226	OLD			
401	Deni	OLD	bote / kharavi / huratsa / horasa	huratsa	h u r a tʃ a	h u r a tʃ a - -	67.0	67	OLD			
402	Deni	OLD	bote / kharavi / huratsa / horasa	kharavi	kʰ a r a v i	kʰ a r a - - v i	67.0	67	OLD			
529	Deni	OLD	bote / kharavi / huratsa / horasa	horasa	h o r a s a	h o r a s a - -	67.0	67	OLD			
711	Jamamadi	OLD	bote	bote	b o t e	b o t e - - -	226.0	226	OLD			
1027	Jarawara	OLD	bote	bote	b o t e	b o t e - - -	226.0	226	OLD			
1394	Kulina	OLD	botɛ / hadai	botɛ	b o t̪ ɛ	b o t̪ ɛ - - -	226.0	226	OLD			
1395	Kulina	OLD	botɛ / hadai	hadai	h a d a i	h a d a - - i	226.0	226	OLD			
1696	Paumari	OLD	boɗa	boɗa	b o ɗ a	b o ɗ a - - -	226.0	226	OLD			
1941	Sorowaha	OLD	hosa / huusa	hosa	h o s a	h o - - s a - -	67.0	67	OLD			
5175	Sorowaha	OLD	hosa / huusa	huusa	h uː s a	h uː - - s a - -	67.0	67	OLD			
111	Banawa	OLDER SISTER	adi	adi	a d i	- a d i -	18.0	18	OLDER.SISTER			
403	Deni	OLDER SISTER	asi	asi	a s i	- a s i -	18.0	18	OLDER.SISTER			
712	Jamamadi	OLDER SISTER	adi	adi	a d i	- a d i -	18.0	18	OLDER.SISTER			
1028	Jarawara	OLDER SISTER	ati	ati	a t i	- a t i -	18.0	18	OLDER.SISTER			
1396	Kulina	OLDER SISTER	atsi	atsi	a ts i	- a ts i -	18.0	18	OLDER.SISTER			
1697	Paumari	OLDER SISTER	ʔadia / baʔai	ʔadia	ʔ a ɗ i a	ʔ a ɗ i a	18.0	18	OLDER.SISTER			
11001	Paumari	OLDER SISTER	ʔadia / baʔai	baʔai	b a ʔ ai	b a ʔ ai	1039.0	994	OLDER.SISTER			
11702	Sorowaha	OLDER SISTER	idʒa	idʒa	iː dʒ a	iː dʒ a	18.0	18	OLDER.SISTER			
113	Banawa	OWL	bobo / waɸa	bobo	b o b o	b o b o	28.0	28	OWL.SP.			
405	Deni	OWL	bobo / waba	bobo	b o b o	b o b o	28.0	28	OWL.SP.			
714	Jamamadi	OWL	bobo / waɸa	bobo	b o b o	b o b o	28.0	28	OWL.SP.			
1030	Jarawara	OWL	bobo / waɸa	bobo	b o b o	b o b o	28.0	28	OWL.SP.			
1399	Kulina	OWL	bobo / waba	bobo	b o b o	b o b o	28.0	28	OWL.SP.			
5089	Paumari	OWL	βapaori	βapaori	β a p ao r i	β a p ao r i	198.0	198	OWL.SP.			
5090	Kulina	OWL	bobo / waba	waba	w a b a	w a b a - -	198.0	198	OWL.SP.			
5091	Deni	OWL	bobo / waba	waba	w a b a	w a b a - -	198.0	198	OWL.SP.			
5092	Jarawara	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198.0	198	OWL.SP.			
5093	Banawa	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198.0	198	OWL.SP.			
5094	Jamamadi	OWL	bobo / waɸa	waɸa	w a ɸ a	w a ɸ a - -	198.0	198	OWL.SP.			
5095	Sorowaha	OWL	waha	waha	w a h a	w a h a - -	198.0	198	OWL.SP.			
116	Banawa	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238.0	238	PATH			
409	Deni	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238.0	238	PATH			
718	Jamamadi	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238.0	238	PATH			
1035	Jarawara	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238.0	238	PATH			
1402	Kulina	PATH OR ROAD	hawi	hawi	h a w i	h a w i - -	238.0	238	PATH			
1699	Paumari	PATH OR ROAD	hagihi	hagihi	h a g i h i	h a g i h i	238.0	238	PATH			
1886	Sorowaha	PATH OR ROAD	agi	agi	a g i	- a g i - -	238.0	238	PATH			
117	Banawa	PIERCE	saka / ida	saka	s a k a	s a k a	350.0	350	PIERCE			
196	Banawa	PIERCE	saka / ida	ida	i d a	i d a	70.0	70	PIERCE			
413	Deni	PIERCE	saka	saka	s a k a	s a k a	350.0	350	PIERCE			
720	Jamamadi	PIERCE	saka / ida	saka	s a k a	s a k a	350.0	350	PIERCE			
803	Jamamadi	PIERCE	saka / ida	ida	i d a	i d a	70.0	70	PIERCE			
1037	Jarawara	PIERCE	saka / ita	saka	s a k a	s a k a	350.0	350	PIERCE			
1155	Jarawara	PIERCE	saka / ita	ita	i t a	i t a	70.0	70	PIERCE			
1405	Kulina	PIERCE	tsaka	tsaka	ts a k a	ts a k a	350.0	350	PIERCE			
1705	Paumari	PIERCE	saka	saka	s a k a	s a k a	350.0	350	PIERCE			
1943	Sorowaha	PIERCE	ida / sutika	ida	i d a	i d a	70.0	70	PIERCE			
10074	Sorowaha	PIERCE	ida / sutika	sutika	s u t i k a	s u t i k a	707.0	649	PIERCE			
120	Banawa	POT	jia	jia	j i a	j i - a	525.0	514	POT			
418	Deni	POT	jipa	jipa	j i p a	j i p a	525.0	514	POT			
723	Jamamadi	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258.0	258	POT			
1041	Jarawara	POT	jiwaha	jiwaha	j i w a h a	- j i w a h a	258.0	258	POT			
1408	Kulina	POT	jipa	jipa	j i p a	j i p a	525.0	514	POT			
1707	Paumari	POT	siʔaha	siʔaha	s i ʔ a h a	- s i ʔ a h a	258.0	258	POT			
1889	Sorowaha	POT	isaha	isaha	i s a h a	i s - - a h a	258.0	258	POT			
122	Banawa	ROTTEN	bata	bata	b a t a	b a t - a - -	224.0	224	ROTTEN			
429	Deni	ROTTEN	batha	batha	b a t h a	b a t h a - -	224.0	224	ROTTEN			
725	Jamamadi	ROTTEN	bata	bata	b a t a	b a t - a - -	224.0	224	ROTTEN			
1045	Jarawara	ROTTEN	bata	bata	b a t a	b a t - a - -	224.0	224	ROTTEN			
1419	Kulina	ROTTEN	bat̪ʰa	bat̪ʰa	b a t̪ʰ a	b a t̪ʰ - a - -	224.0	224	ROTTEN			
1711	Paumari	ROTTEN	batha	batha	b a t h a	b a t h a - -	224.0	224	ROTTEN			
1892	Sorowaha	ROTTEN	hata / hataɾi	hata	h a t a	h a t - a - -	224.0	224	ROTTEN			
5141	Sorowaha	ROTTEN	hata / hataɾi	hataɾi	h a t a ɾ i	h a t - a ɾ i	224.0	224	ROTTEN			
123	Banawa	SAND	siki	siki	s i k i	s i k i - - - - -	266.0	266	SAND			
431	Deni	SAND	tsiki / tsʰiki	tsiki	tʃ i k i	tʃ i k i - - - - -	266.0	266	SAND			
432	Deni	SAND	tsiki / tsʰiki	tsʰiki	tsʰ i k i	tsʰ i k i - - - - -	266.0	266	SAND			
727	Jamamadi	SAND	siki	siki	s i k i	s i k i - - - - -	266.0	266	SAND			
1047	Jarawara	SAND	siki	siki	s i k i	s i k i - - - - -	266.0	266	SAND			
1422	Kulina	SAND	tsʰiki wɛtsʰɛ / tsʰiki	tsʰiki wɛtsʰɛ	tsʰ i k i + w ɛ tsʰ ɛ	tsʰ i k i + w ɛ tsʰ ɛ	266.0	266 517	SAND ?			
1423	Kulina	SAND	tsʰiki wɛtsʰɛ / tsʰiki	tsʰiki	tsʰ i k i	tsʰ i k i - - - - -	266.0	266	SAND			
1712	Paumari	SAND	kaasi	kaasi	k aː s i	k aː s i - -	527.0	516	SAND			"Also ""beach"""
1893	Sorowaha	SAND	asidʒu	asidʒu	a s i dʒ u	a s i dʒ u	527.0	516	SAND			
11851	Paumari_1833	SAND	kasi	kasi	k a s i	k a s i	527.0	516	SAND			
126	Banawa	SMALL	biri / bide	biri	b i r i	b i r i - -	220.0	220	SMALL			
435	Deni	SMALL	bedeni / biriha / hiraride	bedeni	b e d e n i	b e d e n i	220.0	220	SMALL			
436	Deni	SMALL	bedeni / biriha / hiraride	biriha	b i r i h a	b i r i h a	220.0	220	SMALL			
437	Deni	SMALL	bedeni / biriha / hiraride	hiraride	h i r a r i d e	h i r a r i d e	528.0	518	SMALL			
1056	Jarawara	SMALL	biri / bite	biri	b i r i	b i r i - -	220.0	220	SMALL			
1057	Jarawara	SMALL	biri / bite	bite	b i t e	b i t e - -	220.0	220	SMALL			bite/biti
1430	Kulina	SMALL	bɛdi / biɾiha	bɛdi	b ɛ d i	b ɛ d i - -	220.0	220	SMALL			
1431	Kulina	SMALL	bɛdi / biɾiha	biɾiha	b i ɾ i h a	b i ɾ i h a	220.0	220	SMALL			
10018	Sorowaha	SMALL	adje	adje	a d j e	a d j e	220.0	220	SMALL			
10992	Paumari	SMALL	paʔitʃi	paʔitʃi	p a ʔ i tʃ i	p a ʔ i tʃ i	1040.0	995	SMALL			
11720	Jamamadi	SMALL	bide	bide	b i d e	b i d e	220.0	220	SMALL			bide/bidi
11721	Banawa	SMALL	biri / bide	bide	b i d e	b i d e	220.0	220	SMALL			bide/bidi
128	Banawa	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272.0	272	SMALL.EAGLE			small eagle
281	Banawa	EAGLE OR HAWK	sibiria	sibiria	s i b i r i a	s i b i r i a	168.0	168	HARPY			Harpy eagle
621	Deni	EAGLE OR HAWK	tsʰibiri	tsʰibiri	tsʰ i b i r i	tsʰ i b i r i -	168.0	168	HARPY			Harpy eagle
890	Jamamadi	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168.0	168	HARPY			Harpy eagle
1059	Jarawara	EAGLE OR HAWK	kokowi	kokowi	k o k o w i	k o k o w i	272.0	272	SMALL.EAGLE			small eagle
1253	Jarawara	EAGLE OR HAWK	sibiri	sibiri	s i b i r i	s i b i r i -	168.0	168	HARPY			Harpy eagle
1626	Kulina	EAGLE OR HAWK	tsibiɾi	tsibiɾi	ts i b i ɾ i	ts i b i ɾ i -	168.0	168	HARPY			Harpy eagle
1717	Paumari	EAGLE OR HAWK	kokoi / sabira	kokoi	k o k o i	k o k o - i	272.0	272	SMALL.EAGLE			small eagle
1830	Paumari	EAGLE OR HAWK	kokoi / sabira	sabira	s a b i r a	s a b i r - a	168.0	168	HARPY			Harpy eagle
5051	Sorowaha	EAGLE OR HAWK	ʃibiɾi	ʃibiɾi	ʃ i b i ɾ i	ʃ i b i ɾ i	437.0	420	HAWK			
12091	Paumari_1833	EAGLE OR HAWK	uatone	uatone	ua t o n e	ua t o n e	272.0	1488	SMALL.EAGLE			Harpy eagle
130	Banawa	SNAKE	maka	maka	m a k a	m a k a	288.0	288	SNAKE			
441	Deni	SNAKE	makha	makha	m a kʰ a	m a kʰ a	288.0	288	SNAKE			
733	Jamamadi	SNAKE	maka	maka	m a k a	m a k a	288.0	288	SNAKE			
1062	Jarawara	SNAKE	maka	maka	m a k a	m a k a	288.0	288	SNAKE			
1436	Kulina	SNAKE	makʰa	makʰa	m a kʰ a	m a kʰ a	288.0	288	SNAKE			
1567	Kulina	SNAKE	joni	joni	j o n i	j o n i - - - - -	92.0	92	SNAKE.SP.			
1719	Paumari	SNAKE	makha / mabidiri / jonirara	makha	m a kʰ a	m a kʰ a	288.0	288	SNAKE			
1790	Paumari	SNAKE	makha / mabidiri / jonirara	jonirara	dʒ o n i + r a r a	dʒ o n i + r a r a	92.0	92 411	SNAKE.SP. ?			
10065	Sorowaha	SNAKE	kuwiɾi	kuwiɾi	k u w i ɾ i	k u w i ɾ i	698.0	641	SNAKE			
10999	Paumari	SNAKE	makha / mabidiri / jonirara	mabidiri	m a b i ɗ i r i	m a b i ɗ i r i	1041.0	996	SNAKE			
135	Banawa	STINGRAY	bote	bote	b o t e	b o t e - -	225.0	225	STINGRAY			
446	Deni	STINGRAY	botani	botani	b o t a n i	b o t a n i	225.0	225	STINGRAY			
739	Jamamadi	STINGRAY	bote	bote	b o t e	b o t e - -	225.0	225	STINGRAY			
1068	Jarawara	STINGRAY	bote	bote	b o t e	b o t e - -	225.0	225	STINGRAY			
1442	Kulina	STINGRAY	botani	botani	b o t̪ a n i	b o t̪ a n i	225.0	225	STINGRAY			
1724	Paumari	STINGRAY	boɗani	boɗani	b o ɗ a n i	b o ɗ a n i	225.0	225	STINGRAY			
5024	Sorowaha	STINGRAY	miʃʲa	miʃʲa	m i ʃʲ a	m i ʃʲ a	530.0	520	STINGRAY			
12065	Paumari_1833	STINGRAY	butani	butani	b u t a n i	b u t a n i	225.0	225	STINGRAY			
137	Banawa	SICK	kija	kija	k i j a	k i j a	1212.0	1212	BE.ILL			
741	Jamamadi	SICK	kija	kija	k i j a	k i j a	1212.0	1212	BE.ILL			
1444	Kulina	SICK	kija	kija	k i j a	k i j a	1212.0	1212	BE.ILL			
10151	Sorowaha	SICK	ʝumuri	ʝumuri	ʝ u m u r i	ʝ u m u r i	757.0	720	BE.ILL			
11889	Deni	SICK	kiza	kiza	k i dz a	k i dz a	1212.0	1212	BE.ILL			
12235	Jarawara	SICK	kija	kija	k i j a	k i j a	1212.0	1212	BE.ILL			
12236	Paumari	SICK	jahari	jahari	dʒ a h a r i	dʒ a h a r i	1558.0	1538	BE.ILL			
141	Banawa	UPPER LEG (THIGH)	ɸanaki	ɸanaki	ɸ a n a k i	ɸ a n a k i	310.0	310	THIGH			fanaki/fanako
455	Deni	UPPER LEG (THIGH)	panakho	panakho	p a n a kʰ o	p a n a kʰ o	310.0	310	THIGH			
745	Jamamadi	UPPER LEG (THIGH)	ɸanaki	ɸanaki	ɸ a n a k i	ɸ a n a k i	310.0	310	THIGH			ɸanaki/ɸanako
1080	Jarawara	UPPER LEG (THIGH)	ɸanaki	ɸanaki	ɸ a n a k i	ɸ a n a k i	310.0	310	THIGH			ɸanaki/ɸanako
1453	Kulina	UPPER LEG (THIGH)	panakʰo	panakʰo	p a n a kʰ o	p a n a kʰ o	310.0	310	THIGH			
11274	Sorowaha	UPPER LEG (THIGH)	inabuwani	inabuwani	i n a b u w a n i	i n a b u w a n i	1164.0	1130	THIGH			
12155	Paumari	UPPER LEG (THIGH)	kabaha	kabaha	k a b a h a	k a b a h a	1513.0	1496	THIGH			
142	Banawa	THORN	atia	atia	a t i a	a t i - a	209.0	209	THORN			
457	Deni	THORN	atiwa	atiwa	a t i w a	a t i w a	209.0	209	THORN			
746	Jamamadi	THORN	atiwa	atiwa	a t i w a	a t i w a	209.0	209	THORN			
1081	Jarawara	THORN	atiwa	atiwa	a t i w a	a t i w a	209.0	209	THORN			
1455	Kulina	THORN	ati	ati	a t̪ i	a t̪ i - -	209.0	209	THORN			
5062	Sorowaha	THORN	haʃini	haʃini	h a ʃ i n i	h a ʃ i n i	531.0	521	THORN			
12237	Paumari	THORN	jaroa	jaroa	dʒ a r oa	dʒ a r oa	1559.0	1539	THORN			
145	Banawa	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223.0	223	BEAT			
146	Banawa	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212.0	212	BEAT			
363	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	daka	d a k a	- d a k a	38.0	38	HIT			
461	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	wakha	w a kʰ a	w a kʰ a	223.0	223	BEAT			
462	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	baa	b aː	b aː	212.0	212	BEAT			
561	Deni	STRIKE OR BEAT	wakha / baa / koba / daka	koba	k o b a	k o b a	110.0	110	HIT			
750	Jamamadi	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223.0	223	BEAT			
751	Jamamadi	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212.0	212	BEAT			
1085	Jarawara	STRIKE OR BEAT	waka / baa	waka	w a k a	w a k a	223.0	223	BEAT			
1086	Jarawara	STRIKE OR BEAT	waka / baa	baa	b aː	b aː	212.0	212	BEAT			
1350	Kulina	STRIKE OR BEAT	da	da	d a	- d a - -	38.0	38	HIT			
1458	Kulina	STRIKE OR BEAT	wakʰa	wakʰa	w a kʰ a	w a kʰ a	223.0	223	BEAT			
1473	Kulina	STRIKE OR BEAT	ida	ida	i d a	i d a - -	38.0	38	HIT			
1474	Kulina	STRIKE OR BEAT	pʰa	pʰa	pʰ a	pʰ a - - - -	212.0	212	HIT			
1578	Kulina	STRIKE OR BEAT	koba	koba	k o b a	k o b a	110.0	110	HIT			
1673	Paumari	STRIKE OR BEAT	da	da	ɗ a	- ɗ a - -	38.0	38	HIT			
1734	Paumari	STRIKE OR BEAT	bakha / baa	bakha	b a kʰ a	b a - - kʰ a	212.0	212	BEAT			
1735	Paumari	STRIKE OR BEAT	bakha / baa	baa	b aː	b aː	212.0	212	BEAT			
1799	Paumari	STRIKE OR BEAT	oba	oba	o b a	- o b a	110.0	110	HIT			
1904	Sorowaha	STRIKE OR BEAT	batoha	batoha	b a t o h a	b a t o h a	212.0	212	BEAT			
147	Banawa	BITE	waji	waji	w a j i	w a j i	365.0	359	BITE			
463	Deni	BITE	waji	waji	w a j i	w a j i	365.0	359	BITE			
752	Jamamadi	BITE	waji	waji	w a j i	w a j i	365.0	359	BITE			
1087	Jarawara	BITE	wai	wai	w a i	w a - i	365.0	359	BITE			
1459	Kulina	BITE	kʰa	kʰa	kʰ a	kʰ a	532.0	522	BITE			
10974	Paumari	BITE	anana	anana	a n a n a	a n a n a	1007.0	965	BITE			
11275	Sorowaha	BITE	kana	kana	k a n a	k a n a	1165.0	1131	BITE			
12139	Paumari_1833	BITE	kananahi	kananahi	k a n a n a h i	k a n a n a h i	1007.0	965	BITE			
148	Banawa	BURN	sari	sari	s a r i	s a r i	1291.0	1291	BURN			
464	Deni	BURN	saro	saro	s a r o	s a r o	1291.0	1291	BURN			
753	Jamamadi	BURN	sari	sari	s a r i	s a r i	1291.0	1291	BURN			
1088	Jarawara	BURN	sari	sari	s a r i	s a r i	1291.0	1291	BURN			
1461	Kulina	BURN	bot̪ʰa	bot̪ʰa	b o t̪ʰ a	b o t̪ʰ a	1292.0	1292	BURN			
5029	Sorowaha	BURN	tʲɛhɛ / kaʃuuhu	tʲɛhɛ	tʲ ɛ h ɛ	tʲ ɛ h ɛ	1293.0	1293	BURN			
